,batting_team,bowling_team,current_score,wickets_left,crr,city,balls_left,last_five,target
40270,South Africa,England,107,8,8.34,Chittagong,43,39.0,197
45187,England,Pakistan,0,10,0.0,Dubai,119,0.0,173
24541,Pakistan,England,99,6,6.99,Barbados,35,28.0,148
32200,New Zealand,Sri Lanka,136,8,8.87,Pallekele,28,50.0,175
10978,New Zealand,India,18,10,9.0,Auckland,108,18.0,133
32669,New Zealand,England,67,6,5.74,Pallekele,50,25.0,149
15981,New Zealand,Sri Lanka,99,6,8.25,Johannesburg,48,46.0,165
29918,South Africa,New Zealand,38,7,6.33,Wellington,84,35.0,148
22943,Australia,Pakistan,85,4,6.62,Dubai,43,24.0,109
48654,England,Sri Lanka,92,7,6.65,Delhi,37,33.0,172
14975,Sri Lanka,New Zealand,52,5,5.78,Auckland,66,25.0,116
29295,Australia,South Africa,17,8,3.4,Johannesburg,90,17.0,148
9602,England,South Africa,102,7,8.74,Durban,50,33.0,205
34720,West Indies,New Zealand,116,8,8.39,Lauderhill,37,53.0,210
45900,Pakistan,New Zealand,132,6,8.34,Auckland,25,53.0,172
12957,Bangladesh,Pakistan,27,8,5.4,Lahore,90,27.0,137
26083,Pakistan,Australia,3,10,1.5,St Lucia,108,3.0,192
30240,South Africa,New Zealand,149,3,8.05,Auckland,9,22.0,166
34925,India,Sri Lanka,50,9,8.11,Pallekele,83,43.0,156
30314,India,England,66,6,6.09,Kolkata,55,38.0,121
4937,Pakistan,Sri Lanka,103,8,7.36,Lahore,36,38.0,181
46452,South Africa,Sri Lanka,42,8,10.96,Centurion,97,42.0,127
27927,New Zealand,Sri Lanka,8,6,3.2,Lauderhill,105,8.0,82
11342,India,New Zealand,7,10,8.4,Mount Maunganui,115,7.0,164
27545,England,Pakistan,148,4,7.4,Dubai,0,42.0,149
1765,New Zealand,Australia,25,7,5.0,Sydney,90,24.0,118
18920,Australia,West Indies,66,9,8.8,Barbados,75,40.0,98
3874,Pakistan,New Zealand,1,10,6.0,Wellington,119,1.0,106
13195,Australia,India,21,9,6.63,Sydney,101,21.0,187
33752,West Indies,Australia,53,9,7.57,Colombo,78,40.0,206
26381,Bangladesh,New Zealand,51,5,5.46,Hamilton,64,29.0,79
11060,New Zealand,India,106,6,6.77,Auckland,26,32.0,133
37777,England,West Indies,129,5,7.66,Barbados,19,27.0,166
743,England,South Africa,2,10,2.4,Cardiff,115,2.0,182
37172,South Africa,Sri Lanka,102,6,5.67,Colombo,12,42.0,116
34841,West Indies,New Zealand,96,8,7.68,Lauderhill,45,37.0,178
27434,England,Pakistan,8,10,3.69,Dubai,107,8.0,149
43720,New Zealand,South Africa,20,10,6.32,Durban,101,20.0,152
8137,New Zealand,India,87,9,9.85,Hamilton,67,53.0,213
31670,West Indies,Australia,94,7,9.1,Colombo,58,47.0,192
49381,England,West Indies,83,7,7.55,Kolkata,54,50.0,156
10485,India,West Indies,140,8,10.91,Mumbai,43,38.0,241
26570,New Zealand,Australia,32,9,10.67,Christchurch,102,32.0,215
21506,South Africa,India,0,10,0.0,Nottingham,119,0.0,131
41148,South Africa,India,102,8,8.05,Mirpur,44,50.0,173
43864,New Zealand,South Africa,65,9,9.29,Centurion,78,57.0,178
40346,Pakistan,Bangladesh,43,9,9.21,Mirpur,92,43.0,191
8751,Pakistan,New Zealand,41,8,5.35,Abu Dhabi,74,32.0,149
5445,Sri Lanka,India,95,4,6.33,Mumbai,30,28.0,136
5207,India,South Africa,146,6,8.59,Centurion,18,49.0,189
7140,South Africa,Sri Lanka,61,9,6.65,Johannesburg,65,36.0,199
48723,Australia,India,54,9,12.46,Chandigarh,94,54.0,161
31389,New Zealand,Bangladesh,28,9,6.0,Pallekele,92,28.0,192
46288,Sri Lanka,West Indies,187,7,10.49,Pallekele,13,65.0,216
29080,India,West Indies,69,6,6.09,Trinidad,52,23.0,160
7282,Australia,India,64,5,5.49,Melbourne,50,23.0,133
33055,Pakistan,India,96,5,6.86,Colombo,36,39.0,129
36147,Pakistan,Australia,37,9,6.34,Dubai,85,25.0,152
36071,Australia,Pakistan,61,5,4.63,Dubai,41,15.0,90
49796,Sri Lanka,India,4,10,6.0,Mirpur,116,4.0,139
19155,Australia,South Africa,0,10,0.0,Johannesburg,118,0.0,167
13408,West Indies,New Zealand,171,3,10.91,Auckland,26,63.0,181
44125,Pakistan,Sri Lanka,62,8,7.29,Colombo,69,43.0,176
21894,Sri Lanka,Pakistan,26,7,6.78,London,97,26.0,139
18465,New Zealand,South Africa,82,5,5.93,Johannesburg,37,19.0,130
22539,Sri Lanka,India,66,9,8.25,Colombo,72,46.0,172
1813,New Zealand,Australia,61,5,4.82,Sydney,44,23.0,118
25414,Australia,Sri Lanka,87,5,6.21,Barbados,36,27.0,169
25653,New Zealand,England,88,7,6.86,St Lucia,43,39.0,150
43703,New Zealand,South Africa,0,10,0.0,Durban,118,0.0,152
41788,Bangladesh,Sri Lanka,92,3,5.52,Chittagong,20,26.0,121
45584,New Zealand,Sri Lanka,49,10,11.76,Mount Maunganui,95,49.0,183
23370,New Zealand,Sri Lanka,13,10,6.0,Colombo,107,13.0,171
4266,England,India,29,10,8.7,Manchester,100,29.0,160
25332,Australia,Sri Lanka,2,10,3.0,Barbados,116,2.0,169
11279,India,New Zealand,87,5,8.03,Wellington,55,36.0,166
16930,Sri Lanka,Bangladesh,37,9,7.93,Johannesburg,92,37.0,148
42452,New Zealand,Pakistan,126,5,7.0,Dubai,12,33.0,136
35287,Australia,England,30,9,9.0,Southampton,100,30.0,249
2918,Bangladesh,Sri Lanka,81,8,9.53,Colombo,69,43.0,177
26478,New Zealand,Australia,37,7,4.62,Wellington,72,29.0,119
2080,New Zealand,England,134,7,8.84,Wellington,29,48.0,197
21943,Sri Lanka,Pakistan,67,5,5.58,London,48,28.0,139
5027,India,South Africa,98,8,12.25,Johannesburg,72,54.0,204
7724,Bangladesh,West Indies,41,10,12.95,Lauderhill,101,41.0,185
44873,India,Australia,84,10,9.16,Melbourne,65,50.0,185
31862,India,England,6,10,4.5,Colombo,112,6.0,171
24268,South Africa,Afghanistan,72,8,7.32,Barbados,61,25.0,140
8114,New Zealand,India,46,10,9.2,Hamilton,90,44.0,213
42645,England,Australia,56,8,6.22,Cardiff,66,38.0,183
47056,Pakistan,Bangladesh,104,9,9.04,Kolkata,51,47.0,202
42762,New Zealand,Pakistan,52,8,6.5,Dubai,72,37.0,145
26799,Pakistan,New Zealand,0,10,0.0,Dubai,118,0.0,162
6026,India,Bangladesh,54,10,7.9,Colombo,79,47.0,177
10889,New Zealand,India,78,10,10.64,Auckland,76,53.0,204
13148,Australia,India,140,7,9.03,Sydney,27,44.0,195
47154,Afghanistan,Sri Lanka,42,9,5.86,Kolkata,77,34.0,154
49905,Sri Lanka,India,116,3,6.39,Mirpur,11,36.0,139
35115,India,England,129,5,7.82,Mumbai,21,39.0,178
43904,New Zealand,South Africa,114,6,8.66,Centurion,41,39.0,178
24610,South Africa,New Zealand,38,10,8.44,Barbados,93,38.0,171
48574,England,Sri Lanka,2,10,4.0,Delhi,117,2.0,172
24672,South Africa,New Zealand,108,7,7.28,Barbados,31,43.0,171
11044,New Zealand,India,84,6,6.46,Auckland,42,21.0,133
4625,Sri Lanka,Pakistan,12,9,9.0,Abu Dhabi,112,12.0,103
8255,New Zealand,Sri Lanka,39,6,5.09,Auckland,74,18.0,180
14770,Australia,England,169,5,10.45,Sydney,23,36.0,222
14374,Sri Lanka,England,102,5,8.38,Southampton,47,33.0,164
28735,India,England,133,5,8.23,Manchester,23,29.0,166
32971,Pakistan,India,11,10,13.2,Colombo,115,11.0,129
19537,Australia,New Zealand,18,10,8.31,Sydney,107,18.0,151
4923,Pakistan,Sri Lanka,89,9,7.63,Lahore,50,39.0,181
19194,Australia,South Africa,43,8,6.62,Johannesburg,81,38.0,167
43452,England,South Africa,169,1,8.67,Johannesburg,3,37.0,172
1426,West Indies,Pakistan,47,4,4.48,Dubai,57,23.0,116
2881,Bangladesh,Sri Lanka,22,10,7.33,Colombo,102,22.0,177
33095,West Indies,New Zealand,5,10,6.0,Pallekele,115,5.0,140
45347,Sri Lanka,England,40,9,7.27,Southampton,87,39.0,141
31604,England,Afghanistan,194,6,9.86,Colombo,2,78.0,197
8336,New Zealand,Sri Lanka,179,3,8.95,Auckland,0,74.0,180
27158,Sri Lanka,India,189,7,10.22,Nagpur,9,63.0,216
37069,South Africa,Sri Lanka,6,10,5.14,Colombo,113,6.0,116
30662,Sri Lanka,Pakistan,69,8,9.86,Abu Dhabi,78,47.0,142
10489,India,West Indies,144,8,10.8,Mumbai,40,39.0,241
43042,South Africa,Australia,63,6,4.85,Melbourne,42,19.0,102
2068,New Zealand,England,120,9,9.11,Wellington,41,57.0,197
49708,Bangladesh,Sri Lanka,44,7,6.77,Mirpur,81,42.0,148
20098,England,Pakistan,115,8,9.45,London,47,37.0,186
11748,England,Australia,56,9,9.08,Southampton,83,48.0,163
17842,India,Australia,65,8,6.29,Durban,58,35.0,189
5324,India,South Africa,129,6,8.15,Cape Town,25,38.0,173
41619,Sri Lanka,Bangladesh,85,7,9.11,Chittagong,64,44.0,169
18913,Australia,West Indies,59,9,9.32,Barbados,82,49.0,98
45835,Pakistan,New Zealand,34,9,6.8,Auckland,90,34.0,172
22743,South Africa,England,0,10,0.0,Centurion,118,0.0,242
21827,Sri Lanka,West Indies,80,7,6.23,London,43,30.0,159
46844,New Zealand,India,100,4,5.77,Nagpur,16,28.0,127
28272,Pakistan,New Zealand,6,10,6.0,Auckland,114,6.0,144
22152,New Zealand,West Indies,38,8,6.91,Auckland,87,31.0,156
312,New Zealand,Bangladesh,88,7,8.66,Mount Maunganui,59,42.0,196
19575,Australia,New Zealand,59,7,7.08,Sydney,70,25.0,151
6595,South Africa,Pakistan,6,10,2.4,Johannesburg,105,6.0,189
22384,India,New Zealand,32,9,11.29,Christchurch,103,32.0,163
13664,Pakistan,New Zealand,114,3,6.64,Auckland,17,46.0,154
8221,New Zealand,Sri Lanka,14,8,6.46,Auckland,107,14.0,180
8999,Pakistan,New Zealand,45,9,5.62,Dubai,72,36.0,167
39279,Sri Lanka,South Africa,117,6,7.8,Chittagong,30,33.0,166
34917,India,Sri Lanka,38,9,7.86,Pallekele,91,38.0,156
31395,New Zealand,Bangladesh,33,9,5.82,Pallekele,86,25.0,192
45308,England,Pakistan,161,2,8.33,Dubai,4,48.0,173
35306,Australia,England,63,9,9.69,Southampton,81,48.0,249
39052,Afghanistan,Bangladesh,70,2,4.47,Mirpur,26,17.0,73
41664,Sri Lanka,Bangladesh,131,4,7.94,Chittagong,21,31.0,169
3130,West Indies,Pakistan,27,9,8.53,Trinidad,101,27.0,125
5398,Sri Lanka,India,46,7,6.27,Mumbai,76,36.0,136
23109,Bangladesh,West Indies,116,1,5.85,St Kitts,1,30.0,119
35547,Pakistan,South Africa,69,9,9.2,Centurion,75,48.0,196
50133,Sri Lanka,Pakistan,117,8,7.31,Mirpur,24,36.0,151
42921,Australia,South Africa,94,6,7.14,Adelaide,41,42.0,145
31092,England,Pakistan,109,4,6.11,Abu Dhabi,13,34.0,130
40115,Bangladesh,India,42,7,5.36,Mirpur,73,22.0,139
20942,South Africa,West Indies,70,9,9.33,London,75,50.0,184
37188,England,Australia,5,10,7.5,Melbourne,116,5.0,131
857,England,South Africa,180,4,9.31,Cardiff,4,44.0,182
25381,Australia,Sri Lanka,54,6,6.35,Barbados,69,26.0,169
48074,England,Afghanistan,120,3,6.43,Delhi,8,39.0,143
44824,India,Australia,9,10,7.71,Melbourne,113,9.0,185
40768,Bangladesh,Australia,89,8,7.32,Mirpur,47,45.0,154
27819,New Zealand,Sri Lanka,32,8,6.19,Lauderhill,89,32.0,121
48132,India,Bangladesh,49,8,6.12,Bangalore,72,32.0,147
43413,England,South Africa,108,7,8.1,Johannesburg,40,45.0,172
44698,India,Australia,15,10,10.0,Adelaide,111,15.0,189
34539,South Africa,India,47,9,9.4,Johannesburg,90,44.0,220
211,Australia,Sri Lanka,128,9,9.25,Adelaide,37,47.0,188
29169,South Africa,Australia,29,8,5.8,Cape Town,90,28.0,147
23028,Bangladesh,West Indies,46,6,6.57,St Kitts,78,34.0,119
20365,South Africa,New Zealand,93,5,5.94,London,26,30.0,129
24465,Pakistan,England,16,10,8.0,Barbados,108,16.0,148
3457,Afghanistan,West Indies,14,9,7.64,St Kitts,109,14.0,147
48871,Afghanistan,West Indies,40,8,5.0,Nagpur,72,21.0,124
20582,England,South Africa,49,7,4.67,Nottingham,57,24.0,112
27939,New Zealand,Sri Lanka,11,6,2.44,Lauderhill,93,11.0,82
18470,New Zealand,South Africa,85,4,5.8,Johannesburg,32,19.0,130
25585,New Zealand,England,8,10,4.36,St Lucia,109,8.0,150
2821,Bangladesh,Sri Lanka,96,5,7.11,Colombo,39,26.0,156
42922,Australia,South Africa,94,6,7.05,Adelaide,40,41.0,145
45959,Pakistan,New Zealand,31,9,5.81,Hamilton,88,25.0,169
13299,Australia,India,177,6,9.16,Sydney,4,44.0,187
29704,Australia,India,85,8,7.85,Sydney,55,30.0,172
2001,New Zealand,England,26,10,10.4,Wellington,105,26.0,197
15334,West Indies,England,58,9,7.1,London,71,27.0,170
22109,India,New Zealand,133,4,7.0,Wellington,6,38.0,150
44354,Australia,South Africa,58,9,10.88,Durban,88,55.0,158
17407,Bangladesh,Pakistan,6,10,7.2,Cape Town,115,6.0,141
215,Australia,Sri Lanka,131,8,9.03,Adelaide,33,40.0,188
20920,South Africa,West Indies,31,10,8.09,London,97,31.0,184
39739,West Indies,Bangladesh,53,10,6.62,Mirpur,72,32.0,172
6707,Pakistan,South Africa,0,10,0.0,Centurion,119,0.0,169
49336,England,West Indies,14,8,4.0,Kolkata,99,14.0,156
5860,Sri Lanka,Bangladesh,206,4,10.3,Colombo,0,56.0,215
9915,Australia,South Africa,1,10,6.0,Cape Town,119,1.0,194
45031,Australia,India,136,7,9.38,Sydney,33,55.0,198
14215,South Africa,New Zealand,59,10,9.57,Johannesburg,83,46.0,134
1799,New Zealand,Australia,51,6,4.86,Sydney,57,22.0,118
29925,South Africa,New Zealand,45,7,6.28,Wellington,77,34.0,148
23384,New Zealand,Sri Lanka,42,10,9.69,Colombo,94,42.0,171
4609,India,New Zealand,181,8,9.7,Delhi,8,63.0,203
38750,New Zealand,Bangladesh,70,10,10.77,Mirpur,81,55.0,205
13189,Australia,India,14,9,6.46,Sydney,107,14.0,187
11931,Australia,England,113,5,6.85,Southampton,21,39.0,158
39533,West Indies,India,76,6,5.01,Mirpur,29,28.0,130
36523,Sri Lanka,Australia,40,7,5.45,Melbourne,76,29.0,162
46947,England,West Indies,106,8,7.85,Mumbai,39,37.0,183
28467,New Zealand,Pakistan,94,7,7.73,Hamilton,47,40.0,186
18767,England,New Zealand,23,10,8.12,Christchurch,103,23.0,194
37526,West Indies,England,120,7,7.74,Barbados,27,35.0,171
22254,New Zealand,West Indies,16,10,8.0,Hamilton,108,16.0,192
27165,Sri Lanka,India,208,6,10.58,Nagpur,2,67.0,216
49701,Bangladesh,Sri Lanka,28,7,5.25,Mirpur,88,28.0,148
30728,Sri Lanka,Pakistan,134,5,7.51,Abu Dhabi,13,30.0,142
44906,India,Australia,133,9,9.07,Melbourne,32,48.0,185
5563,India,Sri Lanka,107,7,7.93,Colombo,39,36.0,175
33457,Pakistan,Australia,144,5,7.51,Colombo,5,37.0,150
40712,Bangladesh,Australia,8,9,2.67,Mirpur,102,8.0,154
28247,India,South Africa,142,5,8.35,Durban,18,39.0,169
22548,Sri Lanka,India,77,9,8.11,Colombo,63,32.0,172
36167,Pakistan,Australia,56,9,6.11,Dubai,65,29.0,152
41332,South Africa,Pakistan,26,10,8.67,Johannesburg,102,26.0,154
35901,New Zealand,England,24,9,4.65,Wellington,89,24.0,140
32113,New Zealand,Sri Lanka,2,10,1.71,Pallekele,113,2.0,175
14464,West Indies,New Zealand,24,9,3.79,Auckland,82,17.0,127
21712,Pakistan,South Africa,108,7,7.81,Nottingham,37,47.0,150
37234,England,Australia,61,6,7.47,Melbourne,71,37.0,131
15166,West Indies,England,13,10,8.67,London,111,13.0,209
12480,Sri Lanka,Pakistan,79,10,9.48,Lahore,70,47.0,166
32628,New Zealand,England,30,8,5.81,Pallekele,89,29.0,149
6462,South Africa,Pakistan,6,10,7.2,Cape Town,115,6.0,193
39750,West Indies,Bangladesh,73,10,7.42,Mirpur,61,39.0,172
38255,Sri Lanka,Pakistan,53,10,8.37,Dubai,82,39.0,212
42254,South Africa,West Indies,63,10,10.22,Durban,83,55.0,196
34452,West Indies,Australia,114,7,10.52,Barbados,55,48.0,161
26143,Pakistan,Australia,89,8,7.97,St Lucia,53,46.0,192
32832,West Indies,Sri Lanka,121,6,6.48,Pallekele,8,47.0,130
33981,West Indies,England,18,9,4.32,Nottingham,95,18.0,173
10429,India,West Indies,38,10,9.91,Mumbai,97,38.0,241
22999,Bangladesh,West Indies,12,8,5.54,St Kitts,107,12.0,119
19011,Australia,England,68,7,6.18,Manchester,54,23.0,146
43393,England,South Africa,74,7,7.4,Johannesburg,60,36.0,172
38784,New Zealand,Bangladesh,115,8,9.45,Mirpur,47,42.0,205
38299,Sri Lanka,Pakistan,126,9,9.45,Dubai,40,58.0,212
17345,Sri Lanka,Australia,48,3,4.65,Cape Town,58,27.0,102
49335,England,West Indies,13,8,3.9,Kolkata,100,13.0,156
41240,India,Sri Lanka,47,9,5.88,Mirpur,72,36.0,131
32109,New Zealand,Sri Lanka,1,10,2.0,Pallekele,117,1.0,175
35449,New Zealand,South Africa,50,4,5.08,Durban,61,31.0,87
37477,West Indies,England,63,9,8.59,Barbados,76,39.0,171
16113,Bangladesh,South Africa,105,4,7.88,Cape Town,40,26.0,145
28484,New Zealand,Pakistan,117,7,7.8,Hamilton,30,34.0,186
35552,Pakistan,South Africa,79,9,9.48,Centurion,70,50.0,196
25321,West Indies,India,162,7,8.53,Barbados,6,56.0,170
34334,West Indies,Australia,71,7,6.0,St Lucia,49,29.0,151
25359,Australia,Sri Lanka,30,6,6.21,Barbados,91,30.0,169
2401,New Zealand,Australia,59,9,11.42,Auckland,89,56.0,151
13355,West Indies,New Zealand,77,5,10.27,Auckland,75,33.0,181
31630,West Indies,Australia,15,9,3.91,Colombo,97,15.0,192
911,India,England,56,8,7.0,Nagpur,72,35.0,145
4534,India,New Zealand,48,10,7.38,Delhi,81,38.0,203
20212,Australia,Sri Lanka,72,7,6.75,Nottingham,56,24.0,160
994,India,England,6,9,4.0,Bangalore,111,6.0,203
32911,South Africa,Australia,70,6,6.09,Colombo,51,34.0,147
47948,New Zealand,Pakistan,161,6,8.86,Chandigarh,11,45.0,181
37384,Australia,England,110,8,9.04,Sydney,47,59.0,196
21646,Pakistan,South Africa,29,8,9.16,Nottingham,101,29.0,150
31263,India,Afghanistan,29,8,5.61,Colombo,89,24.0,160
40486,India,Australia,50,8,7.32,Mirpur,79,34.0,160
47104,Pakistan,Bangladesh,197,6,10.19,Kolkata,4,70.0,202
21968,Sri Lanka,Pakistan,87,4,5.49,London,25,21.0,139
26009,Sri Lanka,England,60,6,5.54,St Lucia,55,23.0,129
22442,India,New Zealand,96,4,7.89,Christchurch,47,36.0,163
2627,Pakistan,West Indies,12,9,6.0,Trinidad,108,12.0,133
584,South Africa,New Zealand,136,7,9.38,Auckland,33,39.0,186
44170,Pakistan,Sri Lanka,118,7,7.61,Colombo,27,39.0,176
32977,Pakistan,India,17,9,12.75,Colombo,112,17.0,129
4293,England,India,62,9,7.91,Manchester,73,34.0,160
41354,South Africa,Pakistan,66,10,10.15,Johannesburg,81,53.0,154
8403,Pakistan,Australia,85,9,7.73,Abu Dhabi,54,40.0,156
13755,Pakistan,New Zealand,80,6,6.49,Hamilton,46,30.0,164
45378,Sri Lanka,England,81,6,7.71,Southampton,57,40.0,141
11567,West Indies,India,79,3,4.51,Lauderhill,15,23.0,96
11306,India,New Zealand,113,4,7.45,Wellington,29,29.0,166
25454,Pakistan,South Africa,4,10,8.0,St Lucia,117,4.0,149
31054,England,Pakistan,72,7,6.08,Abu Dhabi,49,26.0,130
39475,West Indies,India,24,10,4.0,Mirpur,84,21.0,130
24762,Australia,India,94,10,9.56,Barbados,61,52.0,185
2540,West Indies,Pakistan,39,6,4.78,Barbados,71,21.0,112
43578,South Africa,Bangladesh,0,10,0.0,Mirpur,119,0.0,170
31823,Pakistan,New Zealand,132,7,8.7,Pallekele,29,36.0,178
12590,Sri Lanka,Pakistan,57,8,8.55,Lahore,80,42.0,183
11873,Australia,England,41,7,6.0,Southampton,79,38.0,158
18013,India,Pakistan,130,6,7.29,Johannesburg,13,32.0,158
44559,South Africa,Australia,174,4,9.32,Johannesburg,8,52.0,205
499,South Africa,New Zealand,4,10,6.0,Auckland,116,4.0,186
45360,Sri Lanka,England,61,8,8.13,Southampton,75,44.0,141
25422,Australia,Sri Lanka,104,5,6.78,Barbados,28,38.0,169
9130,West Indies,India,47,7,5.13,Kolkata,65,19.0,110
35486,New Zealand,South Africa,79,2,4.94,Durban,24,25.0,87
31089,England,Pakistan,105,5,6.06,Abu Dhabi,16,32.0,130
9357,Sri Lanka,Australia,41,8,6.83,Melbourne,84,38.0,143
18393,New Zealand,South Africa,14,9,5.6,Johannesburg,105,14.0,130
29621,Sri Lanka,Australia,137,3,7.83,Pallekele,15,27.0,158
18587,West Indies,South Africa,70,6,5.19,Johannesburg,39,28.0,132
9816,Australia,South Africa,66,9,11.65,Johannesburg,86,57.0,197
40283,South Africa,England,120,7,8.0,Chittagong,30,35.0,197
20527,England,South Africa,4,9,2.4,Nottingham,110,4.0,112
50096,Sri Lanka,Pakistan,66,10,6.71,Mirpur,61,40.0,151
21356,England,West Indies,122,6,7.62,London,24,28.0,162
23098,Bangladesh,West Indies,102,2,5.67,St Kitts,12,25.0,119
7849,Pakistan,England,20,9,7.5,Cardiff,104,20.0,174
28586,Pakistan,New Zealand,96,8,8.0,Christchurch,48,20.0,184
2073,New Zealand,England,122,7,8.71,Wellington,36,50.0,197
814,England,South Africa,117,9,9.62,Cardiff,47,58.0,182
45615,New Zealand,Sri Lanka,85,10,9.11,Mount Maunganui,64,36.0,183
9053,Pakistan,New Zealand,135,8,7.94,Dubai,18,49.0,167
4945,Pakistan,Sri Lanka,109,8,7.11,Lahore,28,31.0,181
9512,Pakistan,Australia,75,7,6.34,Sydney,49,32.0,108
24202,Australia,Pakistan,191,5,10.05,St Lucia,6,64.0,192
48094,India,Bangladesh,9,10,5.4,Bangalore,110,9.0,147
36074,Australia,Pakistan,64,5,4.68,Dubai,38,16.0,90
30413,West Indies,England,55,9,7.86,London,78,46.0,126
30550,West Indies,England,44,7,4.63,London,63,21.0,114
7263,Australia,India,50,6,5.77,Melbourne,68,23.0,133
16820,Australia,Pakistan,62,8,9.79,Johannesburg,82,53.0,165
19956,India,Bangladesh,82,9,8.07,Nottingham,59,35.0,181
755,England,South Africa,21,9,7.41,Cardiff,103,21.0,182
9614,England,South Africa,113,7,8.27,Durban,38,30.0,205
28353,Pakistan,New Zealand,94,3,6.71,Auckland,36,26.0,144
26440,New Zealand,Australia,3,9,1.8,Wellington,110,3.0,119
23344,New Zealand,Sri Lanka,126,5,7.0,Colombo,12,36.0,142
49396,England,West Indies,110,6,8.15,Kolkata,39,61.0,156
24731,Australia,India,41,10,8.79,Barbados,92,41.0,185
45770,Sri Lanka,New Zealand,96,4,6.47,Auckland,31,32.0,143
4740,Sri Lanka,Pakistan,9,10,4.91,Abu Dhabi,109,9.0,125
49119,New Zealand,England,74,9,8.71,Delhi,69,45.0,154
20230,Australia,Sri Lanka,86,5,6.45,Nottingham,40,21.0,160
23068,Bangladesh,West Indies,77,3,5.85,St Kitts,41,20.0,119
10845,New Zealand,India,6,10,7.2,Auckland,115,6.0,204
46229,Sri Lanka,West Indies,80,10,9.6,Pallekele,70,39.0,216
4514,India,New Zealand,22,10,6.6,Delhi,100,22.0,203
49355,England,West Indies,36,7,5.4,Kolkata,80,28.0,156
22468,India,New Zealand,120,3,7.27,Christchurch,21,30.0,163
49753,Bangladesh,Sri Lanka,90,7,6.43,Mirpur,36,37.0,148
31621,West Indies,Australia,11,9,4.71,Colombo,106,11.0,192
44993,Australia,India,75,8,8.49,Sydney,67,39.0,198
43638,South Africa,Bangladesh,94,10,9.72,Mirpur,62,56.0,170
39789,West Indies,Bangladesh,124,8,7.67,Mirpur,23,37.0,172
43594,South Africa,Bangladesh,26,10,10.4,Mirpur,105,26.0,170
21348,England,West Indies,114,7,7.77,London,32,32.0,162
1696,West Indies,Pakistan,70,5,5.06,Abu Dhabi,37,34.0,104
3237,Afghanistan,West Indies,6,10,6.0,St Kitts,114,6.0,111
46589,South Africa,Sri Lanka,95,3,6.06,Johannesburg,26,25.0,114
35516,Pakistan,South Africa,17,10,6.38,Centurion,104,17.0,196
28494,New Zealand,Pakistan,147,6,8.82,Hamilton,20,55.0,186
26660,New Zealand,Australia,180,4,10.09,Christchurch,13,74.0,215
32518,India,Australia,58,8,7.73,Colombo,75,38.0,141
